WardCode,WardName
JI2603,Jigawa_Taura_Chukwukwaiwa
JI2604,Jigawa_Taura_Gujungu
JI2605,Jigawa_Taura_Kiri
JI2606,Jigawa_Taura_Kwalam
JI2607,Jigawa_Taura_Maje
JI2608,Jigawa_Taura_Majia
JI2609,Jigawa_Taura_Sabon Gari
JI2610,Jigawa_Taura_Taura
JI2701,Jigawa_Yankwashi_Achilafiya
JI2702,Jigawa_Yankwashi_Belas
JI2703,Jigawa_Yankwashi_Dawan Gawo
JI2704,Jigawa_Yankwashi_Gurjiya
JI2705,Jigawa_Yankwashi_Gwarta
JI2706,Jigawa_Yankwashi_Karkarna
JI2707,Jigawa_Yankwashi_Kuda
JI2708,Jigawa_Yankwashi_Ringim
JI2709,Jigawa_Yankwashi_Yankwashi
JI2710,Jigawa_Yankwashi_Zungumba
JI0208,Jigawa_Babura_Kanya
JI0908,Jigawa_Gumel_Hammado
JI2207,Jigawa_Miga_Sabon Gari
JI2208,Jigawa_Miga_San Sani
KN0101,Kano_Ajingi_Ajingi
KN0102,Kano_Ajingi_Balare
KN0103,Kano_Ajingi_Chula
KN0104,Kano_Ajingi_Dabin-Kanawa
KN0105,Kano_Ajingi_Dundun
KN0106,Kano_Ajingi_Gafasa
KN0107,Kano_Ajingi_Gurduba
KN0108,Kano_Ajingi_Kunkun Rawa
KN0109,Kano_Ajingi_Toranke
KN0110,Kano_Ajingi_Unguwar Bai
KN0201,Kano_Albasu_Albasu Central
KN0202,Kano_Albasu_Bataiya
KN0203,Kano_Albasu_Daho
KN0204,Kano_Albasu_Duja
KN0205,Kano_Albasu_Fanda
KN0206,Kano_Albasu_Faragai
KN0207,Kano_Albasu_Gagarame
KN0208,Kano_Albasu_Hungu
KN0209,Kano_Albasu_Saya-Saya
KN0210,Kano_Albasu_Tsangaya
KN0301,Kano_Bagwai_Bagwai
KN0302,Kano_Bagwai_Dangada
KN0303,Kano_Bagwai_Gadanya
KN0304,Kano_Bagwai_Gogori
KN0305,Kano_Bagwai_Kiyawa
KN0306,Kano_Bagwai_Kwajali
KN0307,Kano_Bagwai_Rimin Dako
KN0308,Kano_Bagwai_Romo
KN0309,Kano_Bagwai_Sare-Sare
KN0310,Kano_Bagwai_Wuro Bagga
KN0311,Kano_Bagwai_Wuro Bagga 2
KN0401,Kano_Bebeji_Anadariya
KN0402,Kano_Bebeji_Baguda
KN0403,Kano_Bebeji_Bebeji
KN0404,Kano_Bebeji_Damau
KN0405,Kano_Bebeji_Durmawa
KN0406,Kano_Bebeji_Gargai
KN0407,Kano_Bebeji_Gwarmai
KN0408,Kano_Bebeji_Kofa
KN0409,Kano_Bebeji_Kuki
KN0410,Kano_Bebeji_Rahama
KN0411,Kano_Bebeji_Ranka
KN0412,Kano_Bebeji_Rantan
KN0413,Kano_Bebeji_Tariwa
KN0414,Kano_Bebeji_Wak
KN0501,Kano_Bichi_Badume
KN0502,Kano_Bichi_Bichi
KN0503,Kano_Bichi_Danzabuwa
KN0504,Kano_Bichi_Fagolo
KN0505,Kano_Bichi_Kau-Kau
KN0506,Kano_Bichi_Kwamarawa
KN0507,Kano_Bichi_Kyalli
KN0508,Kano_Bichi_Muntsira
KN0509,Kano_Bichi_Saye
KN0510,Kano_Bichi_Waire
KN0511,Kano_Bichi_Yallami
KN0601,Kano_Bunkure_Barkum
KN0602,Kano_Bunkure_Bono
KN0603,Kano_Bunkure_Bunkure
KN0604,Kano_Bunkure_Chirin
KN0605,Kano_Bunkure_Gafan
KN0606,Kano_Bunkure_Gurjiya
KN0607,Kano_Bunkure_Gwamma
KN0608,Kano_Bunkure_Kulluwa
KN0609,Kano_Bunkure_Kumurya
KN0610,Kano_Bunkure_Sanda
KN0801,Kano_Dambatta_Ajumawa
KN0802,Kano_Dambatta_Danbatta 1
KN0803,Kano_Dambatta_Danbatta 2
KN0804,Kano_Dambatta_Fagwalawa
KN0805,Kano_Dambatta_Goron Maje
KN0806,Kano_Dambatta_Gwanda
KN0807,Kano_Dambatta_Gwarabtawa
KN0808,Kano_Dambatta_Kore
KN0809,Kano_Dambatta_Saidawa
KN0810,Kano_Dambatta_San San
KN0901,Kano_Dawakin Kudu_Dabar Kwari
KN0902,Kano_Dawakin Kudu_Danbagina
KN0903,Kano_Dawakin Kudu_Dawaki
KN0904,Kano_Dawakin Kudu_Dawakiji
KN0905,Kano_Dawakin Kudu_Dosan
KN0906,Kano_Dawakin Kudu_Gano
KN0907,Kano_Dawakin Kudu_Gurjiya
KN0908,Kano_Dawakin Kudu_Jido
KN0909,Kano_Dawakin Kudu_Tanburawa
KN0910,Kano_Dawakin Kudu_Tsakuwa
KN0911,Kano_Dawakin Kudu_Unguwar Duniya
KN0912,Kano_Dawakin Kudu_Yan Barau
KN0913,Kano_Dawakin Kudu_Yankatsari
KN0914,Kano_Dawakin Kudu_Yargaya
KN0915,Kano_Dawakin Kudu_Zogarawa
KN1001,Kano_Dawakin Tofa_Danguguwa
KN1002,Kano_Dawakin Tofa_Dawaki East
KN1003,Kano_Dawakin Tofa_Dawaki West
KN1004,Kano_Dawakin Tofa_Dawanau
KN1005,Kano_Dawakin Tofa_Ganduje
KN1006,Kano_Dawakin Tofa_Gargari
KN1007,Kano_Dawakin Tofa_Jalli
KN1008,Kano_Dawakin Tofa_Tattarawa
KN1009,Kano_Dawakin Tofa_Marke
KN1010,Kano_Dawakin Tofa_Kwa
KN1011,Kano_Dawakin Tofa_Tumfafi
KN1101,Kano_Doguwa_Dadin Kowa
KN1102,Kano_Doguwa_Dogon Kawo
KN1103,Kano_Doguwa_Doguwa
KN1104,Kano_Doguwa_Falgore
KN1105,Kano_Doguwa_Maraku
KN1106,Kano_Doguwa_Ririwai
KN1107,Kano_Doguwa_Shere
KN1108,Kano_Doguwa_Tagwaye
KN1109,Kano_Doguwa_Unguwar Tsohuwa
KN1110,Kano_Doguwa_Zainabi
KN1301,Kano_Gabasawa_Gabasawa
KN1302,Kano_Gabasawa_Garun Danga
KN1303,Kano_Gabasawa_Joda
KN1304,Kano_Gabasawa_Karmami
KN1305,Kano_Gabasawa_Mekiya
KN1306,Kano_Gabasawa_Tarauni
KN1307,Kano_Gabasawa_Yautar Arewa
KN1308,Kano_Gabasawa_Yautar Kudu
KN1309,Kano_Gabasawa_Yumbu
KN1310,Kano_Gabasawa_Zakirai
KN1311,Kano_Gabasawa_Zugachi
KN1401,Kano_Garko_Dal
KN1402,Kano_Garko_Garin Ali
KN1403,Kano_Garko_Garko
KN1404,Kano_Garko_Gurjiya
KN1405,Kano_Garko_Kafin Malamai
KN1406,Kano_Garko_Katumari
KN1407,Kano_Garko_Kwas
KN1408,Kano_Garko_Raba
KN1409,Kano_Garko_Sarina
KN1410,Kano_Garko_Zakarawa
KN1501,Kano_Garum Mallam_Chiromawa
KN1502,Kano_Garum Mallam_Dakasoye
KN1503,Kano_Garum Mallam_Dorawar Sallau
KN1504,Kano_Garum Mallam_Fankurun
KN1505,Kano_Garum Mallam_Garun Babba
KN1506,Kano_Garum Mallam_Garun Malam
KN1507,Kano_Garum Mallam_Jobawa
KN1508,Kano_Garum Mallam_Kadawa
KN1509,Kano_Garum Mallam_Makwaro
KN1510,Kano_Garum Mallam_Yada Kwari
KN1601,Kano_Gaya_Balan
KN1602,Kano_Gaya_Gamarya
KN1603,Kano_Gaya_Gamoji
KN1604,Kano_Gaya_Gaya North
KN1605,Kano_Gaya_Gaya South
KN1606,Kano_Gaya_Kademi
KN1607,Kano_Gaya_Kazurewa
KN1608,Kano_Gaya_Maikamawa
KN1609,Kano_Gaya_Shagogo
KN1610,Kano_Gaya_Wudilawa
KN1701,Kano_Gezawa_Babawa
KN1702,Kano_Gezawa_Gawo
KN1703,Kano_Gezawa_Gezawa
KN1704,Kano_Gezawa_Jogana
KN1705,Kano_Gezawa_Ketawa
KN1706,Kano_Gezawa_Mesar Tudu
KN1707,Kano_Gezawa_Sararin Gezawa
KN1708,Kano_Gezawa_Tsamiya Babba
KN1709,Kano_Gezawa_Tumbau
KN1710,Kano_Gezawa_Wangara
KN1711,Kano_Gezawa_Zango
KN1901,Kano_Gwarzo_Gama'A
KN1902,Kano_Gwarzo_Getso
KN1903,Kano_Gwarzo_Gwarzo
KN1904,Kano_Gwarzo_Kara
KN1905,Kano_Gwarzo_Kutama
KN1906,Kano_Gwarzo_Lakwaya
KN1907,Kano_Gwarzo_Madadi
KN1908,Kano_Gwarzo_Mainika
KN1909,Kano_Gwarzo_Sabon Birni
KN1910,Kano_Gwarzo_Unguwar Tudu
KN2001,Kano_Kabo_Dugabau
KN2002,Kano_Kabo_Durun
KN2003,Kano_Kabo_Gamma
KN2004,Kano_Kabo_Garo
KN2005,Kano_Kabo_Godiya
KN2006,Kano_Kabo_Gude
KN2007,Kano_Kabo_Hawadin Galadima
KN2008,Kano_Kabo_Kabo
KN2009,Kano_Kabo_Kanwa
KN2010,Kano_Kabo_Masanawa
KN2201,Kano_Karaye_Daura
KN2202,Kano_Karaye_Kafin Dabga
KN2203,Kano_Karaye_Kurugu
KN2204,Kano_Karaye_Kwanyawa
KN2205,Kano_Karaye_Magajin Gari
KN2206,Kano_Karaye_Tudun Kaya
KN2207,Kano_Karaye_Turawa
KN2208,Kano_Karaye_Magajin Hajji
KN2209,Kano_Karaye_Yammedi
KN2210,Kano_Karaye_Yola
KN2211,Kano_Karaye_Daura 2
KN2301,Kano_Kibiya_Durba
KN2302,Kano_Kibiya_Fammar
KN2303,Kano_Kibiya_Fassi
KN2304,Kano_Kibiya_Kadigawa
KN2305,Kano_Kibiya_Kahu
KN2306,Kano_Kibiya_Nariya
KN2307,Kano_Kibiya_Kibiya 2
KN2308,Kano_Kibiya_Kibiya 1
KN2309,Kano_Kibiya_Tarai
KN2310,Kano_Kibiya_Unguwar Gai
KN2401,Kano_Kiru_Baawa
KN2402,Kano_Kiru_Badafi
KN2403,Kano_Kiru_Bauda
KN2404,Kano_Kiru_Dangora
KN2405,Kano_Kiru_Dansoshiya
KN2406,Kano_Kiru_Dashi
KN2407,Kano_Kiru_Galadimawa
KN2408,Kano_Kiru_Kiru
KN2409,Kano_Kiru_Kogo
KN2410,Kano_Kiru_Maraku
KN2411,Kano_Kiru_Bargoni
KN2412,Kano_Kiru_Tsaudawa
KN2413,Kano_Kiru_Yako
KN2414,Kano_Kiru_Yalwa
KN2415,Kano_Kiru_Zuwo
KN2601,Kano_Kunchi_Bumai
KN2602,Kano_Kunchi_Garun Sheme
KN2603,Kano_Kunchi_Gwarmai
KN2604,Kano_Kunchi_Kasuwar Kuka
KN2605,Kano_Kunchi_Kunchi
KN2606,Kano_Kunchi_Matan Fada
KN2607,Kano_Kunchi_Ridawa
KN2608,Kano_Kunchi_Shamakawa
KN2609,Kano_Kunchi_Shuwaki
KN2610,Kano_Kunchi_Yandadi
KN2701,Kano_Kura_Dalli
KN2702,Kano_Kura_Dan Hassan
KN2703,Kano_Kura_Dukawa
KN2704,Kano_Kura_Gundutse
KN2705,Kano_Kura_Karfi
KN2706,Kano_Kura_Kosawa
KN2707,Kano_Kura_Kura Sarki
KN2708,Kano_Kura_Kurun Sumau
KN2709,Kano_Kura_Rigar Duka
KN2710,Kano_Kura_Tanawa
KN2801,Kano_Madobi_Burji
KN2802,Kano_Madobi_Cinkoso
KN2803,Kano_Madobi_Galinja
KN2804,Kano_Madobi_Gora
KN2805,Kano_Madobi_Kakin Agur
KN2806,Kano_Madobi_Kanwa
KN2807,Kano_Madobi_Kauran Mata
KN2808,Kano_Madobi_Kubaraci
KN2809,Kano_Madobi_Kwankwaso
KN2810,Kano_Madobi_Madobi
KN2811,Kano_Madobi_Rikadawa
KN2812,Kano_Madobi_Yakun
KN2901,Kano_Makoda_Babbar Ruga
KN2902,Kano_Makoda_Durma
KN2903,Kano_Makoda_Jibga
KN2904,Kano_Makoda_Kadan Dani
KN2905,Kano_Makoda_Koguna
KN2906,Kano_Makoda_Kwanar Tabo
KN2907,Kano_Makoda_Maitsida
KN2908,Kano_Makoda_Makoda
KN2909,Kano_Makoda_Satame
KN2910,Kano_Makoda_Tangaji
KN2911,Kano_Makoda_Wailare
KN3001,Kano_Minjibir_Azore
KN3002,Kano_Minjibir_Gandurwawa
KN3003,Kano_Minjibir_Kantama
KN3004,Kano_Minjibir_Kunya
KN3005,Kano_Minjibir_Kuru
KN3006,Kano_Minjibir_Kwarkiya
KN3007,Kano_Minjibir_Minjibir
KN3008,Kano_Minjibir_Sarbi
KN3009,Kano_Minjibir_Tsakiya
KN3010,Kano_Minjibir_Tsakuwa
KN3011,Kano_Minjibir_Wasai
KN3201,Kano_Rano_Dawaki
KN3202,Kano_Rano_Lausu
KN3203,Kano_Rano_Madachi
KN3204,Kano_Rano_Rano
KN3205,Kano_Rano_Rurum-Sabon Gari
KN3206,Kano_Rano_Rurum Tsohon Gari
KN3207,Kano_Rano_Saji
KN3208,Kano_Rano_Yalwa
KN3209,Kano_Rano_Zinyau
KN3210,Kano_Rano_Zugur
KN3301,Kano_Rimin Gado_Butu-Butu
KN3302,Kano_Rimin Gado_Dawakin Gulu
KN3303,Kano_Rimin Gado_Doka Dawa
KN3304,Kano_Rimin Gado_Dugurawa
KN3305,Kano_Rimin Gado_Gulu
KN3306,Kano_Rimin Gado_Jili
KN3307,Kano_Rimin Gado_Karofin Yashi
KN3308,Kano_Rimin Gado_Rimin Gado
KN3309,Kano_Rimin Gado_Sakara Tsa
KN3310,Kano_Rimin Gado_Tamawa
KN3311,Kano_Rimin Gado_Yalwan Danziyal
KN3312,Kano_Rimin Gado_Zangon Dan Abdu
KN3401,Kano_Rogo_Beli
KN3402,Kano_Rogo_Falgore
KN3403,Kano_Rogo_Fulatan
KN3404,Kano_Rogo_Gwangwan
KN3405,Kano_Rogo_Jajaye
KN3406,Kano_Rogo_Rogo Ruma
KN3407,Kano_Rogo_Rogo Sabon Gari
KN3408,Kano_Rogo_Ruwan Bago
KN3409,Kano_Rogo_Zarewa
KN3410,Kano_Rogo_Zoza
KN3501,Kano_Shanono_Alajawa
KN3502,Kano_Shanono_Dutsen Bakoshi
KN3503,Kano_Shanono_Faruruwa
KN3504,Kano_Shanono_Goron Dutse
KN3505,Kano_Shanono_Kadamu
KN3506,Kano_Shanono_Kokiya
KN3507,Kano_Shanono_Leni
KN3508,Kano_Shanono_Shakogi
KN3509,Kano_Shanono_Shanono
KN3510,Kano_Shanono_Tsaure
KN3601,Kano_Sumaila_Gala
KN3602,Kano_Sumaila_Gani
KN3603,Kano_Sumaila_Garfa
KN3604,Kano_Sumaila_Gediya
KN3605,Kano_Sumaila_Kanawa
KN3606,Kano_Sumaila_Magami
KN3607,Kano_Sumaila_Masu
KN3608,Kano_Sumaila_Rimi
KN3609,Kano_Sumaila_Rumo
KN3610,Kano_Sumaila_Sitti
KN3611,Kano_Sumaila_Sumaila
KN3701,Kano_Takai_Bagwaro
KN3702,Kano_Takai_Durbunde
KN3703,Kano_Takai_Falali
KN3704,Kano_Takai_Fajewa
KN3705,Kano_Takai_Farun Ruwa
KN3706,Kano_Takai_Kachako
KN3707,Kano_Takai_Karfi
KN3708,Kano_Takai_Kuka
KN3709,Kano_Takai_Takai
KN3710,Kano_Takai_Zuga
KN3901,Kano_Tofa_Dandare
KN3902,Kano_Tofa_Doka
KN3903,Kano_Tofa_Gajida
KN3904,Kano_Tofa_Ginsawa
KN3905,Kano_Tofa_Janguza
KN3906,Kano_Tofa_Jauben Kudu
KN3907,Kano_Tofa_Kwami
KN3908,Kano_Tofa_Lambu
KN3909,Kano_Tofa_Langel
KN3910,Kano_Tofa_Tofa
KN3911,Kano_Tofa_Unguwar Rimi
KN3912,Kano_Tofa_Wangara
KN3913,Kano_Tofa_Yalwa Karama
KN3914,Kano_Tofa_Yanoko
KN3915,Kano_Tofa_Yarimawa
KN4001,Kano_Tsanyawa_Daddarawa
KN4002,Kano_Tsanyawa_Dunbulum
KN4003,Kano_Tsanyawa_Gozarki
KN4004,Kano_Tsanyawa_Gurun
KN4005,Kano_Tsanyawa_Kaba Giwa
KN4006,Kano_Tsanyawa_Tatsa
KN4007,Kano_Tsanyawa_Tsanyawa
KN4008,Kano_Tsanyawa_Yan Kamaye
KN4009,Kano_Tsanyawa_Yanganau
KN4010,Kano_Tsanyawa_Zarogi
KN4101,Kano_Tudun Wada_Baburi
KN4102,Kano_Tudun Wada_Burun-Burun
KN4103,Kano_Tudun Wada_Dalawa
KN4104,Kano_Tudun Wada_Jandutse
KN4105,Kano_Tudun Wada_Jita
KN4106,Kano_Tudun Wada_Karefa
KN4107,Kano_Tudun Wada_Nata-Ala
KN4108,Kano_Tudun Wada_Sabon Gari
KN4109,Kano_Tudun Wada_Shuwaki
KN4110,Kano_Tudun Wada_Tsohon Gari
KN4111,Kano_Tudun Wada_Yaryasa
KN4301,Kano_Warawa_Amarawa
KN4302,Kano_Warawa_Danlasan
KN4303,Kano_Warawa_Jemagu
KN4304,Kano_Warawa_Gogel
KN4305,Kano_Warawa_Imawa
KN4306,Kano_Warawa_Warawa
KN4307,Kano_Warawa_Garin Dau
KN4308,Kano_Warawa_Juma Galadima
KN4309,Kano_Warawa_Katar Kawa
KN4310,Kano_Warawa_Madari
KN4311,Kano_Warawa_Tamburawan Gabas
KN4312,Kano_Warawa_Tanagar
KN4313,Kano_Warawa_Yan Dala
KN4314,Kano_Warawa_Jigawa
KN4315,Kano_Warawa_Yangizo
KN4401,Kano_Wudil_Achika
KN4402,Kano_Wudil_Dagumawa
KN4403,Kano_Wudil_Dankaza
KN4404,Kano_Wudil_Darki
KN4405,Kano_Wudil_Indabo
KN4406,Kano_Wudil_Kausani
KN4407,Kano_Wudil_Lajawa
KN4408,Kano_Wudil_Sabon Gari
KN4409,Kano_Wudil_Utai
KN4410,Kano_Wudil_Wudil
KN1202,Kano_Fagge_Fagge B
KN1201,Kano_Fagge_Fagge A
KN1203,Kano_Fagge_Fagge C
KN1204,Kano_Fagge_Fagge D1
KN1208,Kano_Fagge_Saban Gari East
KN1205,Kano_Fagge_Fagge D2
KN1209,Kano_Fagge_Sabon Gari West
KN1207,Kano_Fagge_Rijiyar Lemo
KN1210,Kano_Fagge_Yammata
KN1206,Kano_Fagge_Kwachiri
KN0702,Kano_Dala_Bakin ruwa 1
KN0704,Kano_Dala_Dogon nama 1
KN0713,Kano_Dala_Bakin ruwa 2
KN0711,Kano_Dala_Madigawa
KN0701,Kano_Dala_Adakawa
KN0712,Kano_Dala_Yalawa
KN0708,Kano_Dala_Kantudu
KN0707,Kano_Dala_Kabuwaya
KN0709,Kano_Dala_Kofar Mazugal
KN0703,Kano_Dala_Dala
KN0706,Kano_Dala_Gwammaja
KN0710,Kano_Dala_Kofar ruwa
KN0705,Kano_Dala_Gobirawa
KN0714,Kano_Dala_Dogon nama 2
KN1803,Kano_Gwale_Dorayi
KN1802,Kano_Gwale_Diso
KN1806,Kano_Gwale_Gwale
KN1804,Kano_Gwale_Galadanchi
KN1810,Kano_Gwale_Sani Mai Nagge
KN1801,Kano_Gwale_Dandago
KN1811,Kano_Gwale_Goron Dutse 2
KN1809,Kano_Gwale_Mandawari
KN1807,Kano_Gwale_Gyaranya
KN1805,Kano_Gwale_Goron Dutse 1
KN1808,Kano_Gwale_Kabuga
KN2102,Kano_Kano Municipal_Dan Agundi
KN2110,Kano_Kano Municipal_Tudun Wazurchi
KN2108,Kano_Kano Municipal_She she
KN2107,Kano_Kano Municipal_Sharada
KN2103,Kano_Kano Municipal_Gandu Albasa
KN2105,Kano_Kano Municipal_Kan Karofi
KN2111,Kano_Kano Municipal_Yakasai
KN2106,Kano_Kano Municipal_Shahuchi
KN2101,Kano_Kano Municipal_Chedi
KN2109,Kano_Kano Municipal_Tudun Nufawa
KN2104,Kano_Kano Municipal_Jakara
KN2113,Kano_Kano Municipal_Zango
KN2112,Kano_Kano Municipal_Zaitawa
KN2507,Kano_Kumbotso_Kumbotso
KN2512,Kano_Kumbotso_Unguwar Rimi
KN2511,Kano_Kumbotso_Panshekara
KN2505,Kano_Kumbotso_Gurun Gawa 1
KN2510,Kano_Kumbotso_Naibawa
KN2501,Kano_Kumbotso_Chalawa
KN2508,Kano_Kumbotso_Kureken sani
KN2504,Kano_Kumbotso_Dan Maliki
KN2502,Kano_Kumbotso_Chiranchi
KN2506,Kano_Kumbotso_Gurun Gawa 2
KN2509,Kano_Kumbotso_Mariri
KN2503,Kano_Kumbotso_Danbare
KN3808,Kano_Tarauni_Unguwa Uku Cikin Gari
KN3810,Kano_Tarauni_Unguwar Gano
KN3802,Kano_Tarauni_Darmanawa
KN3809,Kano_Tarauni_Unguwa Uku Kauyen Alu
KN3805,Kano_Tarauni_Gyadi Gyadi Kudu
KN3803,Kano_Tarauni_Daurawa
KN3806,Kano_Tarauni_Hotoro NNPC
KN3801,Kano_Tarauni_Babban Giji
KN3804,Kano_Tarauni_Gyadi Gyadi Arewa
KN3807,Kano_Tarauni_Tarauni
KN4207,Kano_Ungongo_Rijiyar Zaki
KN4208,Kano_Ungongo_Tudun Fulani
KN4211,Kano_Ungongo_Zango
KN4201,Kano_Ungongo_Bachirawa
KN4206,Kano_Ungongo_Rangaza
KN4204,Kano_Ungongo_Kadawa
KN4210,Kano_Ungongo_Yada Kunya
KN4203,Kano_Ungongo_Gayawa
KN4202,Kano_Ungongo_Fanisau
KN4209,Kano_Ungongo_Ungogo
KN4205,Kano_Ungongo_Karo
KN3107,Kano_Nassarawa_Hotoro South
KN3104,Kano_Nassarawa_Giginyu
KN3106,Kano_Nassarawa_Hotoro North
KN3109,Kano_Nassarawa_Kawaji
KN3110,Kano_Nassarawa_Tudun Wada
KN3103,Kano_Nassarawa_Gawuna
KN3105,Kano_Nassarawa_Gwagwarwa
KN3101,Kano_Nassarawa_Dakata
KN3102,Kano_Nassarawa_Gama
KN3111,Kano_Nassarawa_Tudun Murtala
KN3108,Kano_Nassarawa_Kaura Goje
KN0715,Kano_Dala_Kabuwaya 2
KN4316,Kano_Warawa_Katar Kawa 2
KN3313,Kano_Rimin Gado_Zango 2
KN2912,Kano_Makoda_Jibga 2
KN2513,Kano_Kumbotso_Kureken Sani 2
40101,Katsina_Bakori_Bakori A
40102,Katsina_Bakori_Bakori B
40103,Katsina_Bakori_Barde Kwant.
40104,Katsina_Bakori_Dawa Musa
40105,Katsina_Bakori_Guga
40106,Katsina_Bakori_Jargaba
40107,Katsina_Bakori_Kabomo
40108,Katsina_Bakori_Kakumi
40109,Katsina_Bakori_Kandarawa
40110,Katsina_Bakori_Kurami Yank.
40111,Katsina_Bakori_Tsiga
40201,Katsina_Batagarawa_Ajiwa
40202,Katsina_Batagarawa_Bakiyawa
40203,Katsina_Batagarawa_Barawa
40204,Katsina_Batagarawa_Batagarawa
40205,Katsina_Batagarawa_Dabaibayawa
40206,Katsina_Batagarawa_Dandagoro
40207,Katsina_Batagarawa_Jino
40208,Katsina_Batagarawa_Kayauki
40209,Katsina_Batagarawa_Tsanni
40210,Katsina_Batagarawa_Yargamji
40301,Katsina_Batsari_A Kagara
40302,Katsina_Batsari_Batsari
40303,Katsina_Batsari_D M.Abu
40304,Katsina_Batsari_Dan-Alhaji Y
40305,Katsina_Batsari_Kandawa
40306,Katsina_Batsari_Karare
40307,Katsina_Batsari_Madogara
40308,Katsina_Batsari_Manawa
40309,Katsina_Batsari_Rumah
40310,Katsina_Batsari_Wagini
40311,Katsina_Batsari_Yau-Yau M
40401,Katsina_Baure_B Mutum
40402,Katsina_Baure_Baure
40403,Katsina_Baure_Dankum
40404,Katsina_Baure_Faski
40405,Katsina_Baure_Garki
40406,Katsina_Baure_Hui
40407,Katsina_Baure_Maibara
40408,Katsina_Baure_Muduri
40409,Katsina_Baure_Taramnawa
40410,Katsina_Baure_Ung. Rai
40411,Katsina_Baure_Yanduna
40412,Katsina_Baure_Yanmaulu
40501,Katsina_Bindawa_Baure
40502,Katsina_Bindawa_Bindawa
40503,Katsina_Bindawa_Dallaji
40504,Katsina_Bindawa_Doro
40505,Katsina_Bindawa_Gaiwa
40506,Katsina_Bindawa_Giremawa
40507,Katsina_Bindawa_Jibawa
40508,Katsina_Bindawa_Kamri
40509,Katsina_Bindawa_Shibdawa
40510,Katsina_Bindawa_Tama
40511,Katsina_Bindawa_Yangora
40601,Katsina_Charanchi_Banye
40602,Katsina_Charanchi_Charanchi
40603,Katsina_Charanchi_Doka
